Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2025-07-17 00:00:00+08:00,54.330265045166016,55.02782973084098,52.82551787731294,53.951586421270164,13424636,0.0,0.0
2025-07-16 00:00:00+08:00,55.75529098510742,57.2301400290751,55.66560403912322,55.82504707627049,7088977,0.0,0.0
2025-07-15 00:00:00+08:00,55.90476608276367,56.40302604357768,55.3865790687683,56.17382691777386,5073955,0.0,0.0
2025-07-14 00:00:00+08:00,56.55250549316406,56.80163547331016,54.130961782030255,56.60233072890892,12107563,0.0,0.0
2025-07-11 00:00:00+08:00,56.582401275634766,57.45933989186522,56.223653487112216,56.80163688004785,8042900,0.0,0.0
2025-07-10 00:00:00+08:00,57.05076599121094,60.389106236066766,56.36316860803834,60.389106236066766,12147371,0.0,0.0
2025-07-09 00:00:00+08:00,60.48876190185547,61.65468842207637,59.930709359714584,60.21970105839943,4530080,0.0,0.0
2025-07-08 00:00:00+08:00,60.21969985961914,60.76778506252404,59.78123245757959,60.28945595082039,4528601,0.0,0.0
2025-07-07 00:00:00+08:00,60.508689880371094,62.152945443646196,60.17983648686302,61.375661133786025,4607031,0.0,0.0
2025-07-04 00:00:00+08:00,61.07670593261719,61.57496588546656,60.28945429477396,60.83753948262392,4870088,0.0,0.0
2025-07-03 00:00:00+08:00,61.42548751831055,62.96012911389106,60.80764622971623,61.97357271632592,6764418,0.0,0.0
2025-07-02 00:00:00+08:00,62.471832275390625,65.40159946507104,61.71447881052434,64.62431514567909,10080450,0.0,0.0
2025-07-01 00:00:00+08:00,64.95317077636719,65.57101588363948,61.47531447121369,61.65468836668992,12060126,0.0,0.0
2025-06-30 00:00:00+08:00,61.654685974121094,62.36221800167504,58.914256212428384,59.29293484389675,9476573,0.0,0.0
2025-06-27 00:00:00+08:00,59.59189224243164,60.090152217370736,58.46582363467114,58.665128384931165,5261074,0.0,0.0
2025-06-26 00:00:00+08:00,58.794673919677734,60.03036026451347,58.66512526867697,59.53210031604162,5914639,0.0,0.0
2025-06-25 00:00:00+08:00,60.03036117553711,60.74785292725848,59.003943081141365,59.003943081141365,7795999,0.0,0.0
2025-06-24 00:00:00+08:00,59.26304244995117,61.03684673871935,58.934189042839634,59.671615476063685,9299067,0.0,0.0
2025-06-23 00:00:00+08:00,59.06373596191406,59.23314252319374,57.250070016315426,58.29641516932667,9761644,0.0,0.0
2025-06-20 00:00:00+08:00,58.884361267089844,60.91726278316549,58.19676390198562,60.14994200107551,12299158,0.0,0.0
2025-06-19 00:00:00+08:00,60.14994430541992,62.78075634398811,59.791196518083915,62.4220085566521,10543155,0.0,0.0
2025-06-18 00:00:00+08:00,62.581451416015625,63.63776391998734,62.0831914464591,62.780756164122614,7072664,0.0,0.0
2025-06-17 00:00:00+08:00,63.26905059814453,66.06927290665807,62.860477588137094,65.02292396267305,8331662,0.0,0.0
2025-06-16 00:00:00+08:00,65.0229263305664,67.66370570210836,64.62431683249226,67.66370570210836,8921271,0.0,0.0
2025-06-13 00:00:00+08:00,68.01248168945312,69.43750541944111,67.26509178077782,68.49081457625638,6467501,0.0,0.0
2025-06-12 00:00:00+08:00,68.50077819824219,69.30796451546864,67.16544513480196,68.07227432210885,7597832,0.0,0.0
2025-06-11 00:00:00+08:00,68.03240966796875,69.63680730199502,67.17540955563626,68.57053132188223,7476234,0.0,0.0
2025-06-10 00:00:00+08:00,68.95917510986328,69.8959062633215,65.10264790278762,65.72048538456339,11249024,0.0,0.0
2025-06-09 00:00:00+08:00,65.79024505615234,66.36822846327681,63.5082172145573,64.1758875710141,8676648,0.0,0.0
2025-06-06 00:00:00+08:00,64.23567199707031,70.12510826968406,63.787241082122776,69.65674269909594,16073617,0.0,0.0
2025-06-05 00:00:00+08:00,70.43402862548828,73.74247447342552,69.75639477215928,71.98859727607214,14459314,0.0,0.0
2025-06-04 00:00:00+08:00,71.98859405517578,72.5366830307149,65.08271097759963,65.6208326255353,16454148,0.0,0.0
2025-06-03 00:00:00+08:00,65.9397201538086,66.40808572465211,61.89385178072375,62.13301442863662,12574535,0.15,0.0
2025-05-30 00:00:00+08:00,62.491764068603516,63.5753789542045,61.97480979551078,62.33270150706349,5177971,0.0,0.0
2025-05-29 00:00:00+08:00,62.074222564697266,63.02860172767722,61.73621414688888,61.875397206745774,5577062,0.0,0.0
2025-05-28 00:00:00+08:00,62.19352340698242,63.35666769900754,61.626862783839314,62.5613548763813,5890025,0.0,0.0
2025-05-27 00:00:00+08:00,62.56135177612305,63.25725188356684,62.02451422532208,62.531528731862046,7119568,0.0,0.0
2025-05-26 00:00:00+08:00,63.118072509765625,63.97303138000115,62.26310984717961,62.630941297704815,7129731,0.0,0.0
2025-05-23 00:00:00+08:00,62.69059371948242,63.426256650351135,62.69059371948242,63.03854189052159,8442189,0.0,0.0
2025-05-22 00:00:00+08:00,63.873619079589844,65.16600662403005,62.5116456957042,63.65490664117372,11104021,0.0,0.0
2025-05-21 00:00:00+08:00,63.42625427246094,68.59579305853043,63.13795220306531,67.10458016595368,14969014,0.0,0.0
2025-05-20 00:00:00+08:00,68.82445526123047,71.2601001720805,64.1221601776041,64.37069568216846,16374101,0.0,0.0
2025-05-19 00:00:00+08:00,64.94729614257812,67.273584691024,60.75201585295223,62.90930208833007,13198676,0.0,0.0
2025-05-16 00:00:00+08:00,63.784149169921875,67.5917069556908,60.9906052196626,62.39234517389539,11883552,0.0,0.0
2025-05-15 00:00:00+08:00,63.01865768432617,63.873620369195784,59.300568910286984,60.503479761161394,9288236,0.0,0.0
2025-05-14 00:00:00+08:00,60.56312561035156,61.68650707268031,59.081856232562416,59.847345987080196,7905260,0.0,0.0
2025-05-13 00:00:00+08:00,60.48359680175781,61.11984704731638,56.178960308602825,56.934510319466575,10631841,0.0,0.0
2025-05-12 00:00:00+08:00,56.95439147949219,57.64034803871515,55.70177053718013,56.54679344418281,6558478,0.0,0.0
2025-05-09 00:00:00+08:00,56.49708938598633,57.21286901812006,54.88657668089656,54.88657668089656,7738527,0.0,0.0
2025-05-08 00:00:00+08:00,55.224586486816406,56.39767433204853,54.876638309141924,55.77136381988375,8691992,0.0,0.0
2025-05-07 00:00:00+08:00,56.20878982543945,59.84734940897548,55.622245891290305,56.53685471479025,10020191,0.0,0.0
2025-05-06 00:00:00+08:00,56.64620590209961,56.89474138102722,55.20469936584936,56.11931190032521,8951932,0.0,0.0
2025-04-30 00:00:00+08:00,56.11931610107422,58.853206573920296,55.77136412911973,56.46726428067797,11515805,0.0,0.0
2025-04-29 00:00:00+08:00,57.47134780883789,58.35613354239732,52.91817583262568,53.25618424916698,14710989,0.0,0.0
2025-04-28 00:00:00+08:00,53.087181091308594,54.170795957161076,52.39128097512205,53.604131562629476,9641553,0.0,0.0
2025-04-25 00:00:00+08:00,53.88249206542969,56.695911687479345,52.93805649622876,54.19067362919549,18094803,0.0,0.0
2025-04-24 00:00:00+08:00,53.12694549560547,53.12694549560547,47.33109978426768,47.53986868774085,11967650,0.0,0.0
2025-04-23 00:00:00+08:00,48.29541778564453,50.03516619938071,45.74046948336658,47.24162595264956,9836399,0.0,0.0
2025-04-22 00:00:00+08:00,47.82817077636719,50.303582157582895,47.02291441554064,48.21588553783346,8823839,0.0,0.0
2025-04-21 00:00:00+08:00,48.931671142578125,48.931671142578125,45.631119959489844,45.92936180521935,6658200,0.0,0.0
2025-04-18 00:00:00+08:00,46.66502380371094,46.87379650450596,45.51181924309158,46.72467368855962,4830023,0.0,0.0
2025-04-17 00:00:00+08:00,46.525840759277344,46.814142824145435,43.344585879935636,43.5632983142977,8042435,0.0,0.0
2025-04-16 00:00:00+08:00,43.821781158447266,45.28316731891904,43.2451769784068,45.273227567558344,5318328,0.0,0.0
2025-04-15 00:00:00+08:00,45.29310989379883,45.90947685844859,44.080255466795464,44.24925778276771,6074390,0.0,0.0
2025-04-14 00:00:00+08:00,44.348670959472656,45.43228578689945,42.87734139612854,43.04634369953849,6734165,0.0,0.0
2025-04-11 00:00:00+08:00,42.41009521484375,42.6486909502377,41.13759473901083,41.18730107778232,3784620,0.0,0.0
2025-04-10 00:00:00+08:00,41.53525161743164,43.87148759683473,41.09783050193036,41.32648270723904,8004005,0.0,0.0
2025-04-09 00:00:00+08:00,41.45572280883789,42.24109591132321,37.74757354574561,38.72183226594793,8296620,0.0,0.0
2025-04-08 00:00:00+08:00,39.546966552734375,39.88497497593512,37.061611615184944,37.061611615184944,9573366,0.0,0.0
2025-04-07 00:00:00+08:00,36.76336669921875,40.48145904273352,36.76336669921875,38.572704638687064,8162199,0.0,0.0
2025-04-03 00:00:00+08:00,40.84929275512695,41.74402202439353,38.970365082017715,41.386130316686895,10119955,0.0,0.0
2025-04-02 00:00:00+08:00,42.072086334228516,42.94693229781404,41.7539612188066,42.80775303386076,3945508,0.0,0.0
2025-04-01 00:00:00+08:00,42.877342224121094,43.891367441213546,42.181442119173276,42.946931855380825,4635791,0.0,0.0
2025-03-31 00:00:00+08:00,42.92705154418945,43.24517667843587,41.753963689524284,41.85337637184476,5634460,0.0,0.0
2025-03-28 00:00:00+08:00,42.22121047973633,42.87734402513864,40.88906009454368,41.16741863127477,5689442,0.0,0.0
2025-03-27 00:00:00+08:00,41.1773567199707,42.05220267597329,40.09374566219825,40.24286467556258,3874455,0.0,0.0
2025-03-26 00:00:00+08:00,40.26274871826172,40.64052371871097,40.04403627710417,40.45163432231107,2748150,0.0,0.0
2025-03-25 00:00:00+08:00,40.44169616699219,41.88320280063996,40.1633376253377,41.415954855133606,3691866,0.0,0.0
2025-03-24 00:00:00+08:00,41.4258918762207,41.70425419188087,40.580872763401665,40.71011227451709,3291759,0.0,0.0
2025-03-21 00:00:00+08:00,40.789642333984375,42.60892389333265,40.16333564612559,41.75396122341054,6488845,0.0,0.0
2025-03-20 00:00:00+08:00,42.0621452331543,42.857457996176215,41.684370248587484,42.002495353796256,3989401,0.0,0.0
2025-03-19 00:00:00+08:00,42.002498626708984,42.2013277810452,41.376188117872644,41.734079837207695,3013200,0.0,0.0
2025-03-18 00:00:00+08:00,41.783782958984375,42.42997671271132,41.087886660940455,41.6545472421193,4585259,0.0,0.0
2025-03-17 00:00:00+08:00,41.6545524597168,43.235238434776335,41.35630681765393,42.748107172777736,6665733,0.0,0.0
2025-03-14 00:00:00+08:00,42.877342224121094,45.829941158235386,41.634664819696596,41.753960788663214,11856562,0.0,0.0
2025-03-13 00:00:00+08:00,41.79372787475586,42.12179274141854,40.859232028367124,41.207183981170566,6405554,0.0,0.0
2025-03-12 00:00:00+08:00,41.1773567199707,41.88320036902362,39.109543487651536,39.35807896894257,7381185,0.0,0.0
2025-03-11 00:00:00+08:00,39.37796401977539,39.725912192169886,38.81130340053255,38.88089303501145,3384936,0.0,0.0
2025-03-10 00:00:00+08:00,39.477378845214844,39.83527058047087,38.473297070058415,39.46743909361367,5314919,0.0,0.0
2025-03-07 00:00:00+08:00,39.4376106262207,39.765679300780484,37.2803243444817,37.339974228679125,9381141,0.0,0.0
2025-03-06 00:00:00+08:00,37.429447174072266,38.35399952158071,37.349913995109915,38.065697436368254,6315905,0.0,0.0
2025-03-05 00:00:00+08:00,38.15517044067383,38.3738790985439,36.882666121258254,37.97622458001149,6783176,0.0,0.0
2025-03-04 00:00:00+08:00,38.135284423828125,39.030009870924296,37.39961773891086,37.777392728049485,5964425,0.0,0.0
2025-03-03 00:00:00+08:00,38.393760681152344,39.58673176825043,36.9820809459375,37.08149362304961,12300058,0.0,0.0
2025-02-28 00:00:00+08:00,37.05167007446289,37.767453475456804,36.60430544884169,37.2902620132272,7592595,0.0,0.0
2025-02-27 00:00:00+08:00,37.2504997253418,37.707804107823065,35.29203888893866,35.49086803551546,12488044,0.0,0.0
2025-02-26 00:00:00+08:00,35.47098159790039,36.27623786361045,35.15285650851251,35.162796258402665,7184169,0.0,0.0
2025-02-25 00:00:00+08:00,35.152862548828125,35.500810740024605,34.49672896517843,34.824793860827846,5179627,0.0,0.0
2025-02-24 00:00:00+08:00,35.17274475097656,35.88852440666549,34.954032299108725,35.17274475097656,5979606,0.0,0.0
2025-02-21 00:00:00+08:00,35.17274475097656,35.66981574714839,34.9142657092508,35.620109406001355,7010691,0.0,0.0
2025-02-20 00:00:00+08:00,35.74934387207031,35.878583388369265,34.248191185277044,34.52654971975115,9928143,0.0,0.0
2025-02-19 00:00:00+08:00,34.61602020263672,34.934145303094986,34.198482430416625,34.48678069546607,5722200,0.0,0.0
2025-02-18 00:00:00+08:00,34.576255798339844,35.83881652958934,34.297897265965354,35.32186226064344,7121056,0.0,0.0
2025-02-17 00:00:00+08:00,35.16279983520508,35.639987517827,34.91426434681758,35.391452029439506,6901344,0.0,0.0
2025-02-14 00:00:00+08:00,35.40139389038086,35.987937766796215,34.79496672075731,35.50080656407143,8975103,0.0,0.0
