Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-23 00:00:00+08:00,13.710000038146973,13.890000343322754,13.470000267028809,13.5,56039856,0.0,0.0
2025-07-22 00:00:00+08:00,13.5,13.699999809265137,13.3100004196167,13.640000343322754,36340058,0.0,0.0
2025-07-21 00:00:00+08:00,13.460000038146973,13.699999809265137,13.329999923706055,13.5600004196167,31033452,0.0,0.0
2025-07-18 00:00:00+08:00,13.710000038146973,13.75,13.470000267028809,13.550000190734863,35450318,0.0,0.0
2025-07-17 00:00:00+08:00,13.710000038146973,13.850000381469727,13.5600004196167,13.779999732971191,50305888,0.0,0.0
2025-07-16 00:00:00+08:00,13.449999809265137,14.380000114440918,13.369999885559082,13.880000114440918,73142654,0.0,0.0
2025-07-15 00:00:00+08:00,13.029999732971191,14.0,13.029999732971191,13.369999885559082,69236295,0.0,0.0
2025-07-14 00:00:00+08:00,13.3100004196167,13.390000343322754,13.0,13.039999961853027,30441700,0.0,0.0
2025-07-11 00:00:00+08:00,13.069999694824219,13.699999809265137,12.930000305175781,13.34000015258789,65115625,0.0,0.0
2025-07-10 00:00:00+08:00,12.800000190734863,13.140000343322754,12.739999771118164,13.029999732971191,32472802,0.0,0.0
2025-07-09 00:00:00+08:00,12.779999732971191,13.0,12.779999732971191,12.84000015258789,21709702,0.0,0.0
2025-07-08 00:00:00+08:00,12.779999732971191,13.0,12.680000305175781,12.9399995803833,24145321,0.0,0.0
2025-07-07 00:00:00+08:00,12.65999984741211,12.84000015258789,12.649999618530273,12.760000228881836,14890401,0.0,0.0
2025-07-04 00:00:00+08:00,12.869999885559082,13.100000381469727,12.699999809265137,12.75,31658000,0.0,0.0
2025-07-03 00:00:00+08:00,12.869999885559082,12.949999809265137,12.800000190734863,12.869999885559082,20078302,0.0,0.0
2025-07-02 00:00:00+08:00,13.050000190734863,13.069999694824219,12.75,12.859999656677246,18675102,0.0,0.0
2025-07-01 00:00:00+08:00,13.220000267028809,13.25,12.890000343322754,12.989999771118164,20647000,0.0,0.0
2025-06-30 00:00:00+08:00,13.25,13.300000190734863,13.020000457763672,13.130000114440918,30691300,0.0,0.0
2025-06-27 00:00:00+08:00,13.479999542236328,13.739999771118164,13.229999542236328,13.270000457763672,53149100,0.0,0.0
2025-06-26 00:00:00+08:00,13.460000038146973,13.5,13.140000343322754,13.25,62370869,0.0,0.0
2025-06-25 00:00:00+08:00,12.729999542236328,13.600000381469727,12.680000305175781,13.430000305175781,82460804,0.0,0.0
2025-06-24 00:00:00+08:00,11.9399995803833,12.979999542236328,11.9399995803833,12.729999542236328,54526241,0.0,0.0
2025-06-23 00:00:00+08:00,11.600000381469727,11.979999542236328,11.600000381469727,11.930000305175781,12672694,0.0,0.0
2025-06-20 00:00:00+08:00,12.020000457763672,12.119999885559082,11.760000228881836,11.770000457763672,16245400,0.0,0.0
2025-06-19 00:00:00+08:00,12.529999732971191,12.529999732971191,12.0,12.020000457763672,24254500,0.0,0.0
2025-06-18 00:00:00+08:00,12.680000305175781,12.6899995803833,12.430000305175781,12.529999732971191,16805677,0.0,0.0
2025-06-17 00:00:00+08:00,12.649999618530273,12.739999771118164,12.529999732971191,12.729999542236328,22425325,0.0,0.0
2025-06-16 00:00:00+08:00,12.279999732971191,12.579999923706055,12.270000457763672,12.550000190734863,17808000,0.0,0.0
2025-06-13 00:00:00+08:00,12.619999885559082,12.6899995803833,12.34000015258789,12.380000114440918,25958888,0.0,0.0
2025-06-12 00:00:00+08:00,12.65999984741211,12.949999809265137,12.619999885559082,12.710000038146973,29717850,0.0,0.0
2025-06-11 00:00:00+08:00,12.520000457763672,13.100000381469727,12.470000267028809,12.819999694824219,55844370,0.0,0.0
2025-06-10 00:00:00+08:00,12.680000305175781,12.680000305175781,12.210000038146973,12.420000076293945,26672149,0.0,0.0
2025-06-09 00:00:00+08:00,12.600000381469727,12.84000015258789,12.520000457763672,12.670000076293945,33486796,0.0,0.0
2025-06-06 00:00:00+08:00,12.600000381469727,12.800000190734863,12.399999618530273,12.470000267028809,24891452,0.0,0.0
2025-06-05 00:00:00+08:00,12.359999656677246,12.920000076293945,12.359999656677246,12.65999984741211,46281900,0.0,0.0
2025-06-04 00:00:00+08:00,12.0,12.640000343322754,12.0,12.420000076293945,48419193,0.0,0.0
2025-06-03 00:00:00+08:00,11.979999542236328,12.210000038146973,11.899999618530273,12.069999694824219,18185793,0.0,0.0
2025-05-30 00:00:00+08:00,12.100000381469727,12.239999771118164,12.029999732971191,12.109999656677246,16275500,0.0,0.0
2025-05-29 00:00:00+08:00,11.989999771118164,12.260000228881836,11.960000038146973,12.210000038146973,23901637,0.0,0.0
2025-05-28 00:00:00+08:00,12.279999732971191,12.319999694824219,11.949999809265137,12.0,18155600,0.0,0.0
2025-05-27 00:00:00+08:00,12.25,12.270000457763672,12.130000114440918,12.229999542236328,13625002,0.0,0.0
2025-05-26 00:00:00+08:00,12.079999923706055,12.270000457763672,12.020000457763672,12.270000457763672,16724003,0.0,0.0
2025-05-23 00:00:00+08:00,12.380000114440918,12.390000343322754,12.09000015258789,12.149999618530273,27235094,0.0,0.0
2025-05-22 00:00:00+08:00,12.640000343322754,12.640000343322754,12.430000305175781,12.5,20728794,0.0,0.0
2025-05-21 00:00:00+08:00,12.640000343322754,12.6899995803833,12.520000457763672,12.640000343322754,26894602,0.0,0.0
2025-05-20 00:00:00+08:00,12.90999984741211,13.050000190734863,12.430000305175781,12.75,51764448,0.0,0.0
2025-05-19 00:00:00+08:00,13.140000343322754,13.140000343322754,12.899999618530273,13.100000381469727,31810207,0.0,0.0
2025-05-16 00:00:00+08:00,13.380000114440918,13.510000228881836,13.010000228881836,13.140000343322754,48102546,0.0,0.0
2025-05-15 00:00:00+08:00,13.449999809265137,13.90999984741211,13.319999694824219,13.359999656677246,97730168,0.0,0.0
2025-05-14 00:00:00+08:00,12.550000190734863,13.789999961853027,12.279999732971191,13.789999961853027,120660890,0.0,0.0
2025-05-13 00:00:00+08:00,12.649999618530273,13.210000038146973,12.5,12.539999961853027,72721263,0.0,0.0
2025-05-12 00:00:00+08:00,11.720000267028809,12.770000457763672,11.640000343322754,12.600000381469727,68517730,0.0,0.0
2025-05-09 00:00:00+08:00,11.890000343322754,11.970000267028809,11.59000015258789,11.609999656677246,23893520,0.0,0.0
2025-05-08 00:00:00+08:00,11.819999694824219,12.180000305175781,11.800000190734863,11.920000076293945,46179736,0.0,0.0
2025-05-07 00:00:00+08:00,12.65999984741211,12.739999771118164,12.069999694824219,12.130000114440918,78813536,0.0,0.0
2025-05-06 00:00:00+08:00,11.050000190734863,11.859999656677246,11.039999961853027,11.579999923706055,34833378,0.0,0.0
2025-04-30 00:00:00+08:00,11.039999961853027,11.15999984741211,10.949999809265137,10.960000038146973,12392178,0.0,0.0
2025-04-29 00:00:00+08:00,10.960000038146973,11.149999618530273,10.930000305175781,11.079999923706055,9885151,0.0,0.0
2025-04-28 00:00:00+08:00,11.15999984741211,11.170000076293945,10.9399995803833,10.960000038146973,9740397,0.0,0.0
2025-04-25 00:00:00+08:00,11.180000305175781,11.329999923706055,11.15999984741211,11.15999984741211,11426551,0.0,0.0
2025-04-24 00:00:00+08:00,11.460000038146973,11.470000267028809,11.170000076293945,11.180000305175781,9944800,0.0,0.0
2025-04-23 00:00:00+08:00,11.510000228881836,11.569999694824219,11.399999618530273,11.460000038146973,9329700,0.0,0.0
2025-04-22 00:00:00+08:00,11.460000038146973,11.5600004196167,11.399999618530273,11.489999771118164,12156700,0.0,0.0
2025-04-21 00:00:00+08:00,11.289999961853027,11.630000114440918,11.279999732971191,11.479999542236328,13772356,0.0,0.0
2025-04-18 00:00:00+08:00,11.100000381469727,11.760000228881836,11.039999961853027,11.4399995803833,21598144,0.0,0.0
2025-04-17 00:00:00+08:00,11.020000457763672,11.25,11.010000228881836,11.109999656677246,8521005,0.0,0.0
2025-04-16 00:00:00+08:00,11.350000381469727,11.350000381469727,10.979999542236328,11.130000114440918,11820800,0.0,0.0
2025-04-15 00:00:00+08:00,11.449999809265137,11.489999771118164,11.329999923706055,11.380000114440918,8158576,0.0,0.0
2025-04-14 00:00:00+08:00,11.449999809265137,11.619999885559082,11.399999618530273,11.470000267028809,12593300,0.0,0.0
2025-04-11 00:00:00+08:00,11.199999809265137,11.640000343322754,11.170000076293945,11.420000076293945,18379300,0.0,0.0
2025-04-10 00:00:00+08:00,11.34000015258789,11.520000457763672,11.199999809265137,11.270000457763672,17371658,0.0,0.0
2025-04-09 00:00:00+08:00,10.800000190734863,11.25,10.279999732971191,11.149999618530273,23547758,0.0,0.0
2025-04-08 00:00:00+08:00,11.329999923706055,11.539999961853027,10.75,11.020000457763672,24406900,0.0,0.0
2025-04-07 00:00:00+08:00,11.989999771118164,12.1899995803833,11.319999694824219,11.319999694824219,18456659,0.0,0.0
2025-04-03 00:00:00+08:00,12.479999542236328,12.710000038146973,12.430000305175781,12.579999923706055,10040702,0.0,0.0
2025-04-02 00:00:00+08:00,12.550000190734863,12.720000267028809,12.489999771118164,12.59000015258789,11601541,0.0,0.0
2025-04-01 00:00:00+08:00,12.489999771118164,12.619999885559082,12.380000114440918,12.510000228881836,10425009,0.0,0.0
2025-03-31 00:00:00+08:00,12.510000228881836,12.739999771118164,12.350000381469727,12.479999542236328,12175100,0.0,0.0
2025-03-28 00:00:00+08:00,12.579999923706055,12.720000267028809,12.529999732971191,12.619999885559082,10816700,0.0,0.0
2025-03-27 00:00:00+08:00,12.550000190734863,12.720000267028809,12.460000038146973,12.569999694824219,10563600,0.0,0.0
2025-03-26 00:00:00+08:00,12.59000015258789,12.75,12.579999923706055,12.630000114440918,9142670,0.0,0.0
2025-03-25 00:00:00+08:00,12.699999809265137,12.739999771118164,12.520000457763672,12.579999923706055,10003093,0.0,0.0
2025-03-24 00:00:00+08:00,12.84000015258789,12.9399995803833,12.479999542236328,12.710000038146973,20908410,0.0,0.0
2025-03-21 00:00:00+08:00,13.239999771118164,13.359999656677246,12.90999984741211,12.930000305175781,18810500,0.0,0.0
2025-03-20 00:00:00+08:00,13.510000228881836,13.550000190734863,13.239999771118164,13.3100004196167,19460707,0.0,0.0
2025-03-19 00:00:00+08:00,13.600000381469727,13.699999809265137,13.510000228881836,13.550000190734863,15934700,0.0,0.0
2025-03-18 00:00:00+08:00,13.5600004196167,13.630000114440918,13.510000228881836,13.600000381469727,15882802,0.0,0.0
2025-03-17 00:00:00+08:00,13.680000305175781,13.680000305175781,13.510000228881836,13.539999961853027,23859821,0.0,0.0
2025-03-14 00:00:00+08:00,13.449999809265137,13.949999809265137,13.420000076293945,13.779999732971191,43074139,0.0,0.0
2025-03-13 00:00:00+08:00,13.550000190734863,14.100000381469727,13.460000038146973,13.489999771118164,31900346,0.0,0.0
2025-03-12 00:00:00+08:00,13.420000076293945,13.760000228881836,13.380000114440918,13.449999809265137,23754702,0.0,0.0
2025-03-11 00:00:00+08:00,13.25,13.460000038146973,13.199999809265137,13.390000343322754,12525203,0.0,0.0
2025-03-10 00:00:00+08:00,13.380000114440918,13.40999984741211,13.279999732971191,13.399999618530273,11847951,0.0,0.0
2025-03-07 00:00:00+08:00,13.529999732971191,13.5600004196167,13.239999771118164,13.329999923706055,20527700,0.0,0.0
2025-03-06 00:00:00+08:00,13.520000457763672,13.729999542236328,13.449999809265137,13.65999984741211,28729208,0.0,0.0
2025-03-05 00:00:00+08:00,13.3100004196167,13.479999542236328,13.199999809265137,13.380000114440918,18019698,0.0,0.0
2025-03-04 00:00:00+08:00,13.229999542236328,13.390000343322754,13.149999618530273,13.369999885559082,16099693,0.0,0.0
2025-03-03 00:00:00+08:00,13.229999542236328,13.430000305175781,13.0600004196167,13.25,22448693,0.0,0.0
2025-02-28 00:00:00+08:00,13.84000015258789,14.1899995803833,13.210000038146973,13.229999542236328,34081322,0.0,0.0
2025-02-27 00:00:00+08:00,14.140000343322754,14.300000190734863,13.720000267028809,14.010000228881836,38935800,0.0,0.0
2025-02-26 00:00:00+08:00,13.890000343322754,14.289999961853027,13.84000015258789,14.279999732971191,40679068,0.0,0.0
2025-02-25 00:00:00+08:00,13.8100004196167,14.029999732971191,13.75,13.859999656677246,23668900,0.0,0.0
2025-02-24 00:00:00+08:00,14.0,14.210000038146973,13.960000038146973,14.079999923706055,28761450,0.0,0.0
2025-02-21 00:00:00+08:00,14.170000076293945,14.470000267028809,13.960000038146973,14.229999542236328,47438700,0.0,0.0
2025-02-20 00:00:00+08:00,13.770000457763672,14.149999618530273,13.75,14.0600004196167,31875116,0.0,0.0
2025-02-19 00:00:00+08:00,13.8100004196167,14.039999961853027,13.75,13.9399995803833,35093674,0.0,0.0
2025-02-18 00:00:00+08:00,14.319999694824219,14.449999809265137,13.760000228881836,13.800000190734863,37077600,0.0,0.0
2025-02-17 00:00:00+08:00,14.699999809265137,14.869999885559082,14.300000190734863,14.460000038146973,36687893,0.0,0.0
2025-02-14 00:00:00+08:00,14.350000381469727,14.619999885559082,14.210000038146973,14.579999923706055,42139700,0.0,0.0
