,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,17448421000.0,16200792838.0,14524815185.0,14524815185.0
Share Issued,17448421000.0,16200792838.0,14524815185.0,14524815185.0
Net Debt,81256200000.0,95709313000.0,88578535000.0,70744934000.0
Total Debt,233564573000.0,215615864000.0,214176292000.0,182872126000.0
Tangible Book Value,35111618000.0,27314876000.0,18206733000.0,56756159000.0
Invested Capital,148871512000.0,148567771000.0,123623546000.0,148857117000.0
Working Capital,-96922852000.0,-77982553000.0,-70237477000.0,-61018996000.0
Net Tangible Assets,35111618000.0,27314876000.0,18206733000.0,56756159000.0
Capital Lease Obligations,59134187000.0,64053967000.0,76897347000.0,76347051000.0
Common Stock Equity,45147411000.0,37229962000.0,23609134000.0,61402519000.0
Total Capitalization,128984371000.0,127204593000.0,101671250000.0,114522566000.0
Total Equity Gross Minority Interest,40945209000.0,35287996000.0,21560186000.0,65865073000.0
Minority Interest,-4202202000.0,-1941966000.0,-2048948000.0,4462554000.0
Stockholders Equity,45147411000.0,37229962000.0,23609134000.0,61402519000.0
Retained Earnings,-30744120000.0,-30495138000.0,-29309022000.0,9315969000.0
Additional Paid In Capital,,36642048000.0,23325142000.0,23325142000.0
Capital Stock,17448421000.0,16200793000.0,14524815000.0,14524815000.0
Common Stock,17448421000.0,16200793000.0,14524815000.0,14524815000.0
Total Liabilities Net Minority Interest,304824203000.0,300014685000.0,273451149000.0,232550079000.0
Total Non Current Liabilities Net Minority Interest,167214148000.0,189697411000.0,180968541000.0,141134355000.0
Other Non Current Liabilities,6736123000.0,5976647000.0,4513808000.0,4919566000.0
Tradeand Other Payables Non Current,16971919000.0,28940153000.0,20753773000.0,5875245000.0
Non Current Deferred Revenue,406943000.0,404103000.0,418200000.0,544383000.0
Non Current Deferred Taxes Liabilities,128016000.0,347910000.0,323297000.0,328063000.0
Long Term Debt And Capital Lease Obligation,142971147000.0,154028598000.0,154959463000.0,129467098000.0
Long Term Capital Lease Obligation,59134187000.0,64053967000.0,76897347000.0,76347051000.0
Long Term Debt,83836960000.0,89974631000.0,78062116000.0,53120047000.0
Current Liabilities,137610055000.0,110317274000.0,92482608000.0,91415724000.0
Other Current Liabilities,11135010000.0,8366222000.0,2816571000.0,2116028000.0
Current Debt And Capital Lease Obligation,90593426000.0,61587266000.0,59216829000.0,53405028000.0
Current Debt,19887141000.0,21363178000.0,21952296000.0,34334551000.0
Payables,34710447000.0,38841294000.0,29354023000.0,34414951000.0
Other Payable,14418328000.0,19076221000.0,17351482000.0,20644230000.0
Dividends Payable,98000000.0,98000000.0,98000000.0,98000000.0
Total Tax Payable,655407000.0,571838000.0,275930000.0,166085000.0
Accounts Payable,19538712000.0,19095235000.0,11628611000.0,13506636000.0
Total Assets,345769412000.0,335302681000.0,295011335000.0,298415152000.0
Total Non Current Assets,305082209000.0,302967960000.0,272766204000.0,268018424000.0
Other Non Current Assets,5054000.0,88628000.0,2128000.0,
Non Current Deferred Assets,314274000.0,286247000.0,249268000.0,249358000.0
Non Current Deferred Taxes Assets,12908130000.0,13703962000.0,10417452000.0,9700554000.0
Investmentin Financial Assets,3220167000.0,2947339000.0,1604742000.0,1552000000.0
Held To Maturity Securities,1426851000.0,1397310000.0,1360982000.0,1373634000.0
Available For Sale Securities,1793316000.0,1550029000.0,243760000.0,178366000.0
Long Term Equity Investment,16916857000.0,15136903000.0,12574373000.0,12081091000.0
Investment Properties,305917000.0,320827000.0,106118000.0,128782000.0
Goodwill And Other Intangible Assets,10035793000.0,9915086000.0,5402401000.0,4646360000.0
Other Intangible Assets,5937851000.0,5817144000.0,4300216000.0,3544175000.0
Goodwill,4097942000.0,4097942000.0,1102185000.0,1102185000.0
Net PPE,260465145000.0,259721695000.0,241870098000.0,239085633000.0
Accumulated Depreciation,-119854087000.0,-110224600000.0,-101039393000.0,-94202027000.0
Gross PPE,380319232000.0,369946295000.0,342909491000.0,333287660000.0
Construction In Progress,36767279000.0,38407989000.0,32908551000.0,34862651000.0
Other Properties,323219621000.0,312235509000.0,294798119000.0,284584256000.0
Buildings And Improvements,,,,
Properties,20332332000.0,19302797000.0,15202821000.0,13840753000.0
Current Assets,40687203000.0,32334721000.0,22245131000.0,30396728000.0
Other Current Assets,4960628000.0,3873629000.0,3413474000.0,4672592000.0
Assets Held For Sale Current,94829000.0,108527000.0,1302000.0,333884000.0
Prepaid Assets,462245000.0,414431000.0,368692000.0,440274000.0
Inventory,4224992000.0,3682821000.0,2557823000.0,2050282000.0
Inventories Adjustments Allowances,,-4101000.0,-20513000.0,-20653000.0
Other Inventories,,2389855000.0,2578336000.0,2070935000.0
Work In Process,,1297067000.0,,
Raw Materials,,2184056000.0,1136602000.0,1072143000.0
Other Receivables,4768797000.0,5441515000.0,2815209000.0,3194838000.0
Accounts Receivable,3670252000.0,3182797000.0,1649356000.0,2991037000.0
Allowance For Doubtful Accounts Receivable,-164731000.0,-175119000.0,-145108000.0,-158983000.0
Gross Accounts Receivable,3834983000.0,3357916000.0,1794464000.0,3150020000.0
Cash Cash Equivalents And Short Term Investments,22505460000.0,15631001000.0,11439275000.0,16713821000.0
Other Short Term Investments,37559000.0,2505000.0,3398000.0,4157000.0
Cash And Cash Equivalents,22467901000.0,15628496000.0,11435877000.0,16709664000.0
Cash Equivalents,,90932000.0,51921000.0,56519000.0
Cash Financial,,15537564000.0,11383956000.0,16653145000.0
