,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,2078995649.0,2078995649.0,2096599855.0,2096599855.0
Share Issued,2078995649.0,2078995649.0,2096599855.0,2096599855.0
Net Debt,5382595174.0,7234676995.0,5114506124.0,88165753.0
Total Debt,19939273057.0,21153772912.0,17339803011.0,10361835440.0
Tangible Book Value,13941464101.0,12660930587.0,11599581022.0,18698361250.0
Invested Capital,42483024924.0,42017092193.0,39599152944.0,35654516606.0
Working Capital,-2377297069.0,-3769819724.0,-2174586135.0,3413177513.0
Net Tangible Assets,13941464101.0,12660930587.0,11599581022.0,18698361250.0
Capital Lease Obligations,1128631065.0,1348727671.0,759905754.0,223580118.0
Common Stock Equity,30291427176.0,28932949847.0,27446305028.0,26729911468.0
Total Capitalization,42186217869.0,41372758265.0,39005737283.0,35011569998.0
Total Equity Gross Minority Interest,34897804447.0,33315312914.0,30838180461.0,29377837308.0
Minority Interest,4606377271.0,4382363067.0,3391875433.0,2647925840.0
Stockholders Equity,30291427176.0,28932949847.0,27446305028.0,26729911468.0
Treasury Stock,64638011.0,62203991.0,610051971.0,610051971.0
Retained Earnings,26017705413.0,24703292620.0,23009600343.0,22405681711.0
Additional Paid In Capital,1455752836.0,1454677266.0,1804099519.0,1811326903.0
Capital Stock,2078995649.0,2078995649.0,2096599855.0,2096599855.0
Common Stock,2078995649.0,2078995649.0,2096599855.0,2096599855.0
Total Liabilities Net Minority Interest,34614884740.0,35432552822.0,33403495804.0,23171780742.0
Total Non Current Liabilities Net Minority Interest,16445980648.0,16443145076.0,16778611504.0,10458241678.0
Other Non Current Liabilities,1016699487.0,891291488.0,547200626.0,441919462.0
Preferred Securities Outside Stock Equity,149725053.0,147690327.0,148943421.0,128126596.0
Tradeand Other Payables Non Current,894834378.0,389665827.0,2884683149.0,517715554.0
Non Current Deferred Revenue,251857383.0,264404822.0,291877454.0,292376076.0
Non Current Deferred Taxes Liabilities,1109442589.0,961556523.0,586568845.0,572865342.0
Long Term Debt And Capital Lease Obligation,13023421758.0,13788536089.0,12319338009.0,8505238648.0
Long Term Capital Lease Obligation,1128631065.0,1348727671.0,759905754.0,223580118.0
Long Term Debt,11894790693.0,12439808418.0,11559432255.0,8281658530.0
Current Liabilities,18168904092.0,18989407746.0,16624884300.0,12713539064.0
Other Current Liabilities,69172946.0,66563047.0,88609421.0,
Current Debt And Capital Lease Obligation,6915851299.0,7365236823.0,5020465002.0,1856596792.0
Current Debt,296807055.0,644333928.0,593415661.0,642946608.0
Payables,10467933544.0,10840588410.0,10834198947.0,10009498579.0
Other Payable,1255544235.0,1338598341.0,996928262.0,1107132161.0
Dividends Payable,36835493.0,33527121.0,49249503.0,58154514.0
Total Tax Payable,755744542.0,705993128.0,692510079.0,1060916467.0
Accounts Payable,8419809274.0,8762469820.0,9095511103.0,7783295437.0
Total Assets,69512689187.0,68747865736.0,64241676265.0,52549618050.0
Total Non Current Assets,53721082164.0,53528277714.0,49791378100.0,36422901473.0
Other Non Current Assets,499096806.0,632656064.0,848327033.0,951124092.0
Non Current Deferred Assets,981013500.0,956770986.0,817417303.0,582072668.0
Non Current Deferred Taxes Assets,832960280.0,683041510.0,387429400.0,410534318.0
Investmentin Financial Assets,972667797.0,998941819.0,1045417588.0,89710326.0
Held To Maturity Securities,,7500000.0,7500000.0,7500000.0
Available For Sale Securities,972667797.0,991441819.0,1037917588.0,82210326.0
Long Term Equity Investment,584752454.0,512863351.0,438886647.0,523612871.0
Goodwill And Other Intangible Assets,16349963075.0,16272019260.0,15846724006.0,8031550218.0
Other Intangible Assets,15140955269.0,15088029277.0,15228180595.0,7388357249.0
Goodwill,1209007806.0,1183989983.0,618543411.0,643192969.0
Net PPE,33453910067.0,33391008277.0,30275581676.0,25798362714.0
Accumulated Depreciation,-22510839540.0,-20236931527.0,-18607448269.0,-16789910794.0
Gross PPE,55964749607.0,53627939804.0,48883029945.0,42588273508.0
Construction In Progress,3530752270.0,3614814430.0,6575465631.0,4199141042.0
Other Properties,1525128223.0,2035810746.0,986707727.0,273191262.0
Machinery Furniture Equipment,28461388685.0,26426957410.0,23288198331.0,21567281151.0
Buildings And Improvements,,,,
Properties,22447480429.0,21550357218.0,18032658256.0,16548660053.0
Current Assets,15791607023.0,15219588022.0,14450298165.0,16126716577.0
Other Current Assets,656550620.0,1459951396.0,677454529.0,477967711.0
Prepaid Assets,314887975.0,417878731.0,353870798.0,339315919.0
Inventory,3057769490.0,3462938165.0,3405122012.0,3541954674.0
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,766954988.0,671637302.0,463322029.0,575334196.0
Finished Goods,820949819.0,850614559.0,1049131023.0,848804135.0
Work In Process,767372439.0,834966883.0,813522809.0,686672469.0
Raw Materials,702492244.0,1105719421.0,1079146151.0,1431143874.0
Other Receivables,1951891573.0,1768362547.0,1551166296.0,1262494413.0
Accounts Receivable,2969799883.0,2259496157.0,1382631200.0,956580152.0
Allowance For Doubtful Accounts Receivable,-318842528.0,-235701561.0,-177857087.0,-164229940.0
Gross Accounts Receivable,3288642411.0,2495197718.0,1560488287.0,1120810092.0
Cash Cash Equivalents And Short Term Investments,6840707482.0,5850961026.0,7080053330.0,9548403708.0
Other Short Term Investments,31704908.0,1495675.0,41711538.0,711964323.0
Cash And Cash Equivalents,6809002574.0,5849465351.0,7038341792.0,8836439385.0
Cash Equivalents,589962243.0,527389156.0,487617987.0,285964244.0
Cash Financial,6219040331.0,5322076195.0,6550723805.0,8550475141.0
