,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,4986186983.0,4895202373.0,4895202373.0,4906213102.0
Share Issued,4986186983.0,4895202373.0,4895202373.0,4906213102.0
Net Debt,7195556000.0,6397495000.0,,2249352000.0
Total Debt,56054779000.0,65896443000.0,58993410000.0,56842144000.0
Tangible Book Value,65173565000.0,64942870000.0,57429556000.0,56903972000.0
Invested Capital,133124943000.0,141162344000.0,125501129000.0,120507629000.0
Working Capital,16493438000.0,17001039000.0,12996584000.0,18090495000.0
Net Tangible Assets,65173565000.0,64942870000.0,57429556000.0,56903972000.0
Capital Lease Obligations,7094483000.0,8038495000.0,8582372000.0,10941938000.0
Common Stock Equity,91993286000.0,92790344000.0,86263741000.0,82943226000.0
Total Capitalization,118121607000.0,122940367000.0,112663259000.0,102110425000.0
Total Equity Gross Minority Interest,102335221000.0,103283660000.0,98286049000.0,97915247000.0
Minority Interest,10341935000.0,10493316000.0,12022308000.0,14972021000.0
Stockholders Equity,91993286000.0,92790344000.0,86263741000.0,82943226000.0
Treasury Stock,758081000.0,2575532000.0,2040377000.0,394993000.0
Retained Earnings,39140246000.0,38835999000.0,33371351000.0,28245764000.0
Additional Paid In Capital,,41875186000.0,42867322000.0,45305486000.0
Capital Stock,4986187000.0,4895202000.0,4895202000.0,4906213000.0
Common Stock,4986187000.0,4895202000.0,4895202000.0,4906213000.0
Total Liabilities Net Minority Interest,111488992000.0,118206995000.0,118556658000.0,111984735000.0
Total Non Current Liabilities Net Minority Interest,39295624000.0,44217354000.0,40879749000.0,35963106000.0
Other Non Current Liabilities,84510000.0,57550000.0,55415000.0,47830000.0
Tradeand Other Payables Non Current,307466000.0,329668000.0,323699000.0,713737000.0
Non Current Deferred Revenue,1266359000.0,1090644000.0,860791000.0,690242000.0
Non Current Deferred Taxes Liabilities,4414485000.0,4550974000.0,4657954000.0,4402160000.0
Long Term Debt And Capital Lease Obligation,33222804000.0,38188518000.0,34981890000.0,30109137000.0
Long Term Capital Lease Obligation,7094483000.0,8038495000.0,8582372000.0,10941938000.0
Long Term Debt,26128321000.0,30150023000.0,26399518000.0,19167199000.0
Current Liabilities,72193368000.0,73989641000.0,77676909000.0,76021629000.0
Other Current Liabilities,964712000.0,208382000.0,5171311000.0,4154434000.0
Current Debt And Capital Lease Obligation,22831975000.0,27707925000.0,24011520000.0,26733007000.0
Current Debt,15003336000.0,18221977000.0,12837870000.0,18397204000.0
Payables,46251076000.0,44147465000.0,47132343000.0,43436971000.0
Other Payable,16329254000.0,17103450000.0,19458132000.0,17095745000.0
Dividends Payable,,142507000.0,165014000.0,
Total Tax Payable,2526298000.0,2129715000.0,2761146000.0,2873551000.0
Accounts Payable,27395524000.0,24914300000.0,24748051000.0,23467675000.0
Total Assets,213824213000.0,221490655000.0,216842707000.0,209899982000.0
Total Non Current Assets,125137407000.0,130499975000.0,126169214000.0,115787858000.0
Other Non Current Assets,576948000.0,945766000.0,624868000.0,1801041000.0
Non Current Deferred Assets,3115042000.0,3161404000.0,3097621000.0,2911094000.0
Non Current Deferred Taxes Assets,2291994000.0,2263870000.0,1632964000.0,1566714000.0
Investmentin Financial Assets,8709410000.0,10079531000.0,8377893000.0,7688794000.0
Available For Sale Securities,8709410000.0,10079531000.0,8377893000.0,7688794000.0
Long Term Equity Investment,6203642000.0,7378831000.0,7858000000.0,7260087000.0
Investment Properties,7241199000.0,6418720000.0,4875366000.0,4850233000.0
Goodwill And Other Intangible Assets,26819721000.0,27847474000.0,28834185000.0,26039254000.0
Other Intangible Assets,16815356000.0,18277038000.0,19488441000.0,18667424000.0
Goodwill,10004365000.0,9570436000.0,9345744000.0,7371830000.0
Net PPE,69885904000.0,72036309000.0,70237039000.0,62794278000.0
Accumulated Depreciation,-34033289000.0,-29152391000.0,-24946044000.0,-20410502000.0
Gross PPE,103919193000.0,101188700000.0,95183083000.0,83204780000.0
Construction In Progress,2985702000.0,4032884000.0,11149860000.0,8571203000.0
Other Properties,46035303000.0,45536080000.0,44884249000.0,43627109000.0
Machinery Furniture Equipment,23416028000.0,22434397000.0,18411319000.0,15920071000.0
Buildings And Improvements,,,,
Properties,31482160000.0,29185339000.0,20737655000.0,15086397000.0
Current Assets,88686806000.0,90990680000.0,90673493000.0,94112124000.0
Other Current Assets,4106347000.0,5856403000.0,6087879000.0,7893735000.0
Prepaid Assets,2790432000.0,3247294000.0,3464911000.0,2936246000.0
Inventory,2432383000.0,2440425000.0,1948354000.0,1546821000.0
Inventories Adjustments Allowances,,0.0,0.0,0.0
Other Inventories,,564232000.0,409293000.0,302582000.0
Finished Goods,,1039140000.0,704354000.0,490840000.0
Raw Materials,,837053000.0,834707000.0,753399000.0
Other Receivables,6460840000.0,5528824000.0,5163787000.0,5594020000.0
Accounts Receivable,27714547000.0,25133487000.0,25560433000.0,30441758000.0
Allowance For Doubtful Accounts Receivable,-1113949000.0,-1378665000.0,,-1034869000.0
Gross Accounts Receivable,28828496000.0,26512152000.0,27120677000.0,31476627000.0
Cash Cash Equivalents And Short Term Investments,45182257000.0,48784247000.0,48448129000.0,45699544000.0
Other Short Term Investments,11246156000.0,6809742000.0,7385379000.0,10384493000.0
Cash And Cash Equivalents,33936101000.0,41974505000.0,41062750000.0,35315051000.0
Cash Equivalents,,105684000.0,165126000.0,76182000.0
Cash Financial,,21688700000.0,23397164000.0,18617766000.0
