,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,18979412033.0,18984340033.0,18984340033.0,18984340033.0
Share Issued,18979412033.0,18984340033.0,18984340033.0,18984340033.0
Net Debt,19221935000.0,17410041000.0,16565536000.0,16566553000.0
Total Debt,23447242000.0,20979398000.0,20418000000.0,19761688000.0
Tangible Book Value,8224576000.0,7580424000.0,6948244000.0,6354921000.0
Invested Capital,31519251000.0,28249359000.0,25833499000.0,25936294000.0
Working Capital,-24767827000.0,-26801761000.0,-25904929000.0,-23272730000.0
Net Tangible Assets,8224576000.0,7580424000.0,6948244000.0,6354921000.0
Capital Lease Obligations,304333000.0,317120000.0,497045000.0,390866000.0
Common Stock Equity,8648802000.0,8023202000.0,7429734000.0,6861517000.0
Total Capitalization,8648802000.0,8341924000.0,7910291000.0,8416203000.0
Total Equity Gross Minority Interest,8648802000.0,8023202000.0,7429734000.0,6861517000.0
Stockholders Equity,8648802000.0,8023202000.0,7429734000.0,6861517000.0
Retained Earnings,-22584512000.0,-23215761000.0,-23804977000.0,-24256338000.0
Additional Paid In Capital,11652483000.0,11649804000.0,11649804000.0,11649804000.0
Capital Stock,18979412000.0,18984340000.0,18984340000.0,18984340000.0
Common Stock,18979412000.0,18984340000.0,18984340000.0,18984340000.0
Total Liabilities Net Minority Interest,68691303000.0,67139772000.0,63778327000.0,57190930000.0
Total Non Current Liabilities Net Minority Interest,588508000.0,1012596000.0,1333329000.0,2198934000.0
Other Non Current Liabilities,90365000.0,212709000.0,200998000.0,205771000.0
Tradeand Other Payables Non Current,90987000.0,58829000.0,74657000.0,28885000.0
Non Current Deferred Revenue,24758000.0,18189000.0,11576000.0,9288000.0
Non Current Deferred Taxes Liabilities,78065000.0,87027000.0,68496000.0,9438000.0
Long Term Debt And Capital Lease Obligation,304333000.0,635842000.0,977602000.0,1945552000.0
Long Term Capital Lease Obligation,304333000.0,317120000.0,497045000.0,390866000.0
Long Term Debt,,318722000.0,480557000.0,1554686000.0
Current Liabilities,68102795000.0,66127176000.0,62444998000.0,54991996000.0
Current Debt And Capital Lease Obligation,23142909000.0,20343556000.0,19440398000.0,17816136000.0
Current Debt,22870449000.0,19907435000.0,17923208000.0,17520091000.0
Payables,37049969000.0,40422346000.0,37888781000.0,33627922000.0
Other Payable,4431075000.0,4225754000.0,3298434000.0,2999849000.0
Dividends Payable,,,0.0,0.0
Total Tax Payable,965079000.0,1000904000.0,998894000.0,737725000.0
Accounts Payable,31653815000.0,35195688000.0,33591453000.0,29890348000.0
Total Assets,77340105000.0,75162974000.0,71208061000.0,64052447000.0
Total Non Current Assets,34005137000.0,35837559000.0,34667992000.0,32333181000.0
Other Non Current Assets,,,,-32838000.0
Non Current Deferred Assets,7208900000.0,7938767000.0,7255439000.0,6595930000.0
Non Current Deferred Taxes Assets,330305000.0,400687000.0,370014000.0,310764000.0
Investmentin Financial Assets,137441000.0,135763000.0,134492000.0,21760000.0
Available For Sale Securities,137441000.0,135763000.0,134492000.0,21760000.0
Long Term Equity Investment,251551000.0,553496000.0,50215000.0,47048000.0
Goodwill And Other Intangible Assets,424226000.0,442778000.0,481490000.0,506596000.0
Other Intangible Assets,424226000.0,442778000.0,481490000.0,506596000.0
Net PPE,25652714000.0,26366068000.0,26376342000.0,24851083000.0
Accumulated Depreciation,-43688844000.0,-43310915000.0,-42496848000.0,-42147577000.0
Gross PPE,69341558000.0,69676983000.0,68873190000.0,66998660000.0
Construction In Progress,793487000.0,695614000.0,467385000.0,668364000.0
Other Properties,66811071000.0,67333451000.0,66762997000.0,64686177000.0
Buildings And Improvements,,,,
Properties,1737000000.0,1647918000.0,1642808000.0,1644119000.0
Current Assets,43334968000.0,39325415000.0,36540069000.0,31719266000.0
Other Current Assets,2616835000.0,2492849000.0,2362863000.0,2238006000.0
Prepaid Assets,595747000.0,511443000.0,406578000.0,338555000.0
Inventory,1009501000.0,1204295000.0,1116341000.0,1088304000.0
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,95972000.0,161736000.0,103096000.0,79138000.0
Finished Goods,92060000.0,92117000.0,95406000.0,96481000.0
Work In Process,2181000.0,4060000.0,4586000.0,3896000.0
Raw Materials,819288000.0,946382000.0,913253000.0,908789000.0
Other Receivables,22169544000.0,21698470000.0,20278841000.0,17395158000.0
Accounts Receivable,13294827000.0,10602242000.0,10537217000.0,8151019000.0
Allowance For Doubtful Accounts Receivable,-1788860000.0,-2233361000.0,-2397795000.0,-2415495000.0
Gross Accounts Receivable,15083687000.0,12835603000.0,12935012000.0,10566514000.0
Cash Cash Equivalents And Short Term Investments,3648514000.0,2816116000.0,1838229000.0,2508224000.0
Cash And Cash Equivalents,3648514000.0,2816116000.0,1838229000.0,2508224000.0
Cash Equivalents,0.0,352000.0,524000.0,475000.0
Cash Financial,3076842000.0,975535000.0,852623000.0,1598899000.0
